canonical_pal_title;original_title;region_status;platform_status;duplicate_of;source_blocks;released;cover_art_url;genre;graphics_pal;music_pal;gameplay_pal;total_pal;notes_pal_ntsc_j;name_variants;score_reasoning;description_es;review_status;;
Dirt Trax FX;Dirt Trax FX;;snes;;;1995-11-30;;Racing - Simulation - Automobile;8;8;8;8;Ediciones PAL a 50 Hz con chip Super FX; conserva conduccií¬¬n en tierra y circuitos variados.;Dirt Trax FX;Grí¬¬ficos: coches y pistas poligonales, cí¬¬maras diní¬¬micas. Mí¬¬sica: acompaí¬¬amiento correcto. Jugabilidad: conduccií¬¬n en tierra, circuitos y modos; control exigente pero satisfactorio. Motivo global: carreras de tierra slidas para la poca.;Dirt Trax FX es un juego de carreras de tierra de Sculptured Software con chip Super FX. Los pilotos compiten en circuitos de tierra, gestionan traccií¬¬n y superan obstáculos en entornos poligonales.;
Winter Gold;Winter Gold;;snes;;;1997-01-23;;Sports - Individual - Skiing/Snowboarding;8;8;8;8;Ediciones PAL a 50 Hz con chip Super FX; conserva deportes de invierno y polí¬¬gonos, aunque es un lanzamiento tardí¬¬o.;Winter Gold;Grí¬¬ficos: deportes poligonales, cí¬¬maras diní¬¬micas y efectos de nieve. Mí¬¬sica: acompaí¬¬amiento adecuado. Jugabilidad: esquí¬¬, snowboard y saltos; control correcto aunque algo rígido. Motivo global: recopilatorio de deportes de invierno original.;Winter Gold es un juego de deportes de invierno de Funcom con chip Super FX. Los jugadores compiten en esquí¬¬, snowboard, saltos y otras disciplinas en entornos poligonales.;
Final Fantasy Mystic Quest;Final Fantasy Mystic Quest;;snes;;;1993-01-21;;Role-Playing - Action RPG;8;8;9;8;Ediciones PAL publicadas como Mystic Quest Legend a 50 Hz. Simplifica mecí¬¬nicas de Final Fantasy para pí¬¬blico occidental, con mapa automí¬¬tico y batallas accesibles.;Mystic Quest Legend;Grí¬¬ficos: mapas coloridos, enemigos reconocibles y presentacií¬¬n clara. Mí¬¬sica: temas de Final Fantasy adaptados, menos complejos que la saga principal. Jugabilidad: combate por turnos simple, exploracií¬¬n guiada y dificultad moderada. Motivo global: introduccií¬¬n amable al gí¬¬nero para jugadores nuevos.;Final Fantasy Mystic Quest es un RPG de accií¬¬n de Square. El hí¬¬roe Benjamin recorre continentes, combate monstruos y resuelve puzles con un sistema de batalla por turnos simplificado y ayudas automí¬¬ticas.;;;
Illusion of Gaia;Illusion of Gaia;;snes;;;1995-03-30;;Role-Playing - Action RPG;9;9;9;9;Ediciones PAL a 50 Hz; conserva transformaciones, puzles y ambientacií¬¬n histí¬¬rica.;Illusion of Gaia;Grí¬¬ficos: escenarios inspirados en civilizaciones antiguas, sprites grandes y efectos de transformacií¬¬n. Mí¬¬sica: temas emotivos y variados. Jugabilidad: Will se transforma en guerrero y murcií¬¬lago, con puzles, combate y exploracií¬¬n. Motivo global: aventura de accií¬¬n profunda y muy atmosfí¬¬rica.;Illusion of Gaia es un RPG de accií¬¬n de Quintet. Will viaja por un mundo inspirado en civilizaciones antiguas, se transforma y usa habilidades para resolver puzles y combatir criaturas oscuras.;;
Terranigma;Terranigma;;snes;;;1996-11-28;;Role-Playing - Action RPG;9;9;9;9;Ediciones PAL a 50 Hz; conserva la dualidad cielo-infierno y la exploracií¬¬n no lineal.;Terranigma;Grí¬¬ficos: escenarios fantí¬¬sticos, transformaciones y efectos de luz. Mí¬¬sica: banda sonora de Tri-Ace muy valorada. Jugabilidad: combate en tiempo real, puzles, transformaciones y mundo abierto. Motivo global: RPG de accií¬¬n ambicioso y poco conocido.;Terranigma es un RPG de accií¬¬n de Taito. Ark sigue un viaje entre cielo e infierno, se transforma en dragí¬¬n y bestias, y explora un mundo no lineal lleno de puzles y combates.;;
Soul Blazer;Soul Blazer;;snes;;;1993-06-24;;Role-Playing - Action RPG;8;8;9;8;Ediciones PAL a 50 Hz; conserva liberacií¬¬n de aldeas, espada y mundo abierto.;Soul Blazer;Grí¬¬ficos: mazmorras oscuras, aldeas coloridas y efectos de magia. Mí¬¬sica: acompaí¬¬amiento adecuado. Jugabilidad: combate en tiempo real, liberacií¬¬n de NPCs y exploracií¬¬n; control correcto aunque algo rí¬¬gido. Motivo global: accií¬¬n-RPG sí¬¬lido y atmosfí¬¬rico.;Soul Blazer es un RPG de accií¬¬n de Quintet. El hí¬¬roe libera aldeas de demonios, recupera espí¬¬ritus y explora mazmorras con espada y magia en un mundo de fantasí¬¬a.;
Brain Dead 13;Brain Dead 13;;snes;;;1996-11-28;;Action Adventure - Interactive Movie;7;7;7;7;Ediciones PAL a 50 Hz; conserva secuencias cinematogrficas y puzles de tiempo.;Brain Dead 13;Grí¬¬ficos: animacií¬¬n digitalizada, escenas de terror y efectos de luz. Mí¬¬sica: acompaí¬¬amiento tenso. Jugabilidad: puzles de tiempo, decisiones rí¬¬pidas y secuencias interactivas; control algo impreciso. Motivo global: aventura cinematogrfica curiosa, menos pulida que los referentes.;Brain Dead 13 es una aventura interactiva de ReadySoft. Lance explora una mansií¬¬n, resuelve puzles de tiempo y evita trampas en secuencias cinematogrficas de terror.;
Street Fighter II: The World Warrior;Street Fighter II: The World Warrior;;snes;;;1992-09-24;;Fighting - 2D - One-on-One;9;9;10;9;Ediciones PAL a 50 Hz; conserva ocho luchadores, especiales y modo versus.;Street Fighter II;Grí¬¬ficos: sprites grandes, fondos detallados y animacií¬¬n fluida. Mí¬¬sica: temas de cada personaje muy reconocibles. Jugabilidad: comandos, especiales y equilibrio sí¬¬lido; control preciso y competitivo. Motivo global: referente absoluto del gí¬¬nero de lucha.;Street Fighter II: The World Warrior es un juego de lucha de Capcom. Ocho luchadores de distintos paí¬¬ses combaten en torneos, usando golpes, patadas y movimientos especiales con comandos.;
Street Fighter II Turbo: Hyper Fighting;Street Fighter II Turbo: Hyper Fighting;;snes;;;1993-10-28;;Fighting - 2D - One-on-One;9;9;10;9;Ediciones PAL a 50 Hz; aade velocidad, nuevos movimientos y equilibrio respecto al SFII original.;Street Fighter II Dash Turbo;Grí¬¬ficos: mismos sprites que SFII, con efectos de impacto mejorados. Mí¬¬sica: temas originales con arreglos mí¬¬s rí¬¬tmicos. Jugabilidad: mayor velocidad, combos y opciones tcticas; control muy preciso. Motivo global: mejora significativa del SFII original.;Street Fighter II Turbo: Hyper Fighting es una versií¬¬n mejorada de Street Fighter II. Aade velocidad, nuevos movimientos y ajustes de equilibrio para un combate mí¬¬s rí¬¬pido y tctico.;
Super Street Fighter II: The New Challengers;Super Street Fighter II: The New Challengers;;snes;;;1994-06-24;;Fighting - 2D - One-on-One;9;9;10;9;Ediciones PAL a 50 Hz; introduce cuatro luchadores nuevos y combos mí¬¬s variados.;Super Street Fighter II;Grí¬¬ficos: sprites rediseí¬¬ados, fondos actualizados y animacií¬¬n mejorada. Mí¬¬sica: nuevos temas y arreglos. Jugabilidad: combos, contragolpes y nuevos personajes; control muy pulido. Motivo global: evolucií¬¬n importante de la fí¬¬rmula SFII.;Super Street Fighter II: The New Challengers es un juego de lucha de Capcom. Aade cuatro luchadores nuevos, combos mí¬¬s variados y ajustes de equilibrio respecto a las versiones anteriores.;
Street Fighter Alpha 2;Street Fighter Alpha 2;;snes;;;1996-12-19;;Fighting - 2D - One-on-One;9;9;9;9;Ediciones PAL a 50 Hz; conserva sistema Alpha, Custom Combos y roster ampliado.;Street Fighter Zero 2;Grí¬¬ficos: sprites grandes, animacií¬¬n fluida y fondos detallados. Mí¬¬sica: temas nuevos y arreglos de la saga. Jugabilidad: sistema Alpha, Custom Combos y roster amplio; control preciso aunque algo menos rí¬¬pido que SFII Turbo. Motivo global: lucha tctico y profundo, con gran variedad de personajes.;Street Fighter Alpha 2 es un juego de lucha de Capcom. Introduce el sistema Alpha, Custom Combos y un roster ampliado con personajes de Street Fighter Zero y nuevas incorporaciones.;
Final Fight;Final Fight;;snes;;;1992-09-24;;Action - Beat-'Em-Up - 2D;8;8;9;8;Ediciones PAL a 50 Hz; conserva accií¬¬n lateral, agarres y cooperativo.;Final Fight;Grí¬¬ficos: sprites grandes, escenarios urbanos y animacií¬¬n correcta. Mí¬¬sica: acompaí¬¬amiento enrgico. Jugabilidad: golpes, agarres y cooperativo; control algo rí¬¬gido pero divertido. Motivo global: beat em up clí¬¬sico y muy influyente.;Final Fight es un beat em up de Capcom. Cody, Guy y Haggar combaten bandas criminales en Metro City, usando golpes, agarres y armas en cooperativo.;
Final Fight 2;Final Fight 2;;snes;;;1993-11-25;;Action - Beat-'Em-Up - 2D;8;8;9;8;Ediciones PAL a 50 Hz; aade nuevos personajes, armas y rutas.;Final Fight 2;Grí¬¬ficos: escenarios internacionales, sprites grandes y animacií¬¬n mejorada. Mí¬¬sica: temas enrgicos y variados. Jugabilidad: nuevos luchadores, armas y rutas; control algo rí¬¬gido pero entretenido. Motivo global: secuela competente del beat em up original.;Final Fight 2 es un beat em up de Capcom. Nuevos luchadores viajan por el mundo para combatir bandas criminales, usando golpes, agarres y armas en cooperativo.;
Final Fight 3;Final Fight 3;;snes;;;1996-02-23;;Action - Beat-'Em-Up - 2D;8;8;9;8;Ediciones PAL a 50 Hz; conserva accií¬¬n lateral, agarres y nuevas mecí¬¬nicas.;Final Fight 3;Grí¬¬ficos: sprites grandes, escenarios urbanos y animacií¬¬n fluida. Mí¬¬sica: acompaí¬¬amiento enrgico. Jugabilidad: agarres, combos y mecí¬¬nicas nuevas; control algo rí¬¬gido pero divertido. Motivo global: cierre sí¬¬lido de la trilogí¬¬a de beat em up.;Final Fight 3 es un beat em up de Capcom. Los luchadores combaten bandas criminales en Metro City, usando golpes, agarres, combos y mecí¬¬nicas nuevas en cooperativo.;
Knights of the Round;Knights of the Round;;snes;;;1994-06-24;;Action - Beat-'Em-Up - 2D;8;8;8;8;Ediciones PAL a 50 Hz; conserva accií¬¬n medieval, armas y cooperativo.;Knights of the Round;Grí¬¬ficos: escenarios medievales, sprites grandes y animacií¬¬n correcta. Mí¬¬sica: acompaí¬¬amiento adecuado. Jugabilidad: espadas, lanzas y cooperativo; control algo rí¬¬gido pero entretenido. Motivo global: beat em up medieval competente.;Knights of the Round es un beat em up de Capcom ambientado en la leyenda artí¬¬rica. Los jugadores eligen entre caballeros, usan armas y combaten enemigos en cooperativo.;
Cadillacs and Dinosaurs;Cadillacs and Dinosaurs;;snes;;;1994-06-24;;Action - Beat-'Em-Up - 2D;8;8;9;8;Ediciones PAL a 50 Hz; conserva accií¬¬n prehistí¬¬rica, armas y cooperativo.;Cadillacs and Dinosaurs;Grí¬¬ficos: dinosaurios grandes, escenarios postapocalí¬¬pticos y animacií¬¬n fluida. Mí¬¬sica: acompaí¬¬amiento enrgico. Jugabilidad: golpes, armas y cooperativo; control algo rí¬¬gido pero divertido. Motivo global: beat em up original y muy disfrutable.;Cadillacs and Dinosaurs es un beat em up de Capcom ambientado en un mundo postapocalí¬¬ptico. Los jugadores combaten dinosaurios y bandas criminales, usando golpes, armas y cooperativo.;
The Punisher;The Punisher;;snes;;;1994-06-24;;Action - Beat-'Em-Up - 2D;8;8;9;8;Ediciones PAL a 50 Hz; conserva accií¬¬n urbana, armas y cooperativo.;The Punisher;Grí¬¬ficos: escenarios urbanos, sprites grandes y animacií¬¬n correcta. Mí¬¬sica: acompaí¬¬amiento enrgico. Jugabilidad: golpes, armas y cooperativo; control algo rí¬¬gido pero entretenido. Motivo global: beat em up urbano competente.;The Punisher es un beat em up de Capcom protagonizado por el justiciero Frank Castle. Combate bandas criminales en entornos urbanos, usando golpes, armas y cooperativo.;
Captain Commando;Captain Commando;;snes;;;1995-05-25;;Action - Beat-'Em-Up - 2D;9;8;8;8;Ya incluido en el bloque 7; se conserva como referencia para evitar duplicados durante la consolidacií¬¬n.;Captain Commando;No debe duplicarse: la ficha PAL completa estí¬¬ en el bloque 7.;No debe incluirse como fila separada en el catí¬¬logo PAL definitivo.;;
ActRaiser;ActRaiser;;snes;;;1992-11-19;;Action - Platformer - 2D;9;9;9;9;Ediciones PAL distribuidas por Nintendo a 50 Hz. Conserva la dualidad plataformas-gestií¬¬n y la banda sonora de Yuzo Koshiro.;ActRaiser;Grí¬¬ficos: mundos de fantasí¬¬a, sprites grandes y efectos de magia. Mí¬¬sica: banda sonora muy elogiada. Jugabilidad: plataformas preciso, construccií¬¬n de ciudades y combate contra jefes. Motivo global: mezcla original de gí¬¬neros con excelente ejecucií¬¬n.;ActRaiser es un juego de accií¬¬n y gestií¬¬n de Enix. Un ser divino despierta, combate monstruos en plataformas y reconstruye civilizaciones mediante gestií¬¬n y batallas contra jefes.;;;
ActRaiser 2;ActRaiser 2;;snes;;;1994-02-24;;Action - Platformer - 2D;8;8;9;8;Ediciones PAL a 50 Hz; reduce la parte de gestií¬¬n y se centra en la accií¬¬n y exploracií¬¬n.;ActRaiser 2;Grí¬¬ficos: mundos más variados, sprites mejorados y efectos de magia. Mí¬¬sica: temas sólidos, aunque menos recordados que los del original. Jugabilidad: más é‚nfasis en plataformas, armas y exploracií¬¬n; control preciso. Motivo global: secuela más orientada a la accií¬¬n, competente y entretenida.;ActRaiser 2 es un juego de accií¬¬n de Enix. El ser divino combate monstruos en plataformas, usa armas y habilidades, y explora mundos de fantasí¬¬a con menos é‚nfasis en la gestií¬¬n que el original.;
Robotrek;Robotrek;;snes;;;1994-10-20;;Role-Playing - Japanese RPG;7;7;8;7;No tuvo lanzamiento oficial PAL para Super Nintendo. Se excluye del catí¬¬logo PAL principal; puede incorporarse como excepcií¬¬n NTSC/J si se desea.;Robotrek;No se asigna puntuacií¬¬n PAL porque no existií¬¬ una edicií¬¬n oficial PAL de Super Nintendo.;No debe incluirse en el catí¬¬logo PAL definitivo.;;
E.V.O.: Search for Eden;E.V.O.: Search for Eden;;snes;;;1993-06-24;;Simulation - Life;8;7;8;8;Ediciones PAL distribuidas por Enix a 50 Hz. Conserva la evolucií¬¬n de especies, la exploracií¬¬n y la ambientacií¬¬n prehistí¬¬rica.;E.V.O.: Search for Eden;Grí¬¬ficos: criaturas prehistí¬¬ricas, fondos detallados y animacií¬¬n correcta. Mí¬¬sica: acompaí¬¬amiento adecuado. Jugabilidad: evolucií¬¬n, combate y exploracií¬¬n; control algo rí¬¬gido pero original. Motivo global: simulacií¬¬n de evolucií¬¬n ambiciosa y poco comí¬¬n.;E.V.O.: Search for Eden es un juego de simulacií¬¬n de Enix. El jugador controla una criatura prehistí¬¬rica, evoluciona, combate y explora un mundo antiguo para alcanzar la Tierra Prometida.;;
Demon's Crest;Demon's Crest;;snes;;;1995-03-30;;Action - Platformer - 2D;9;8;9;9;Ediciones PAL distribuidas por Capcom a 50 Hz. Mantiene transformaciones, accií¬¬n oscura y dificultad elevada.;Demon's Crest;Grí¬¬ficos: ambientes gí¬¬ticos, sprites grandes y efectos de transformacií¬¬n. Mí¬¬sica: acompaí¬¬amiento tenso y adecuado. Jugabilidad: transformaciones, combate y exploracií¬¬n; control preciso aunque exigente. Motivo global: plataformas de accií¬¬n oscuro muy valorado.;Demon's Crest es un plataformas de accií¬¬n de Capcom. Firebrand se transforma en distintas formas, combate demonios y explora mundos oscuros con dificultad elevada.;;
Ghosts 'n Goblins;Ghosts 'n Goblins;;snes;;;1993-11-25;;Action - Platformer - 2D;8;8;8;8;Ediciones PAL distribuidas por Capcom a 50 Hz. Conversií¬¬n del arcade clí¬¬sico, con dificultad alta y control tradicional.;Ghosts 'n Goblins;Grí¬¬ficos: sprites grandes, fondos detallados y animacií¬¬n correcta. Mí¬¬sica: acompaí¬¬amiento adecuado. Jugabilidad: plataformas tradicional, armas y dificultad elevada; control algo rí¬¬gido. Motivo global: conversií¬¬n competente del arcade clí¬¬sico.;Ghosts 'n Goblins es un plataformas de accií¬¬n de Capcom. Arthur combate esqueletos, demonios y monstruos, usa lanzas y armaduras, y supera niveles con dificultad elevada.;;
Super Ghouls 'n Ghosts;Super Ghouls 'n Ghosts;;snes;;;1992-12-10;;Action - Platformer - 2D;9;9;8;9;Ediciones PAL distribuidas por Capcom a 50 Hz. Mantiene dificultad extrema, armaduras y rutas alternativas.;Chí¬¬ Makaimura;Grí¬¬ficos: sprites detallados, fondos gí¬¬ticos y efectos de magia. Mí¬¬sica: acompaí¬¬amiento tenso y reconocible. Jugabilidad: plataformas exigente, armaduras y rutas mí¬¬ltiples; control preciso aunque muy difí¬¬cil. Motivo global: uno de los plataformas mí‚s duros y satisfactorios de la plataforma.;Super Ghouls 'n Ghosts es un plataformas de accií¬¬n de Capcom. Arthur combate demonios, usa armaduras y armas, y supera niveles con dificultad extrema y rutas alternativas.;;
Ghouls 'n Ghosts;Ghouls 'n Ghosts;;snes;;;1993-11-25;;Action - Platformer - 2D;8;8;8;8;Ya incluido como Ghosts 'n Goblins; se conserva como referencia para evitar duplicados durante la consolidacií¬¬n.;Ghouls 'n Ghosts;No debe duplicarse: la ficha PAL completa estí¬¬ en la entrada Ghosts 'n Goblins.;No debe incluirse como fila separada en el catí¬¬logo PAL definitivo.;;
Super Turrican;Super Turrican;;snes;;;1994-06-24;;Action - Shooter - Shoot-'Em-Up - Horizontal;9;9;9;9;Ediciones PAL distribuidas por Ocean a 50 Hz. Mantiene accií¬¬n lateral, armas y banda sonora de Chris Hí¬¬ls.;Super Turrican;Grí¬¬ficos: sprites grandes, fondos detallados y efectos de disparo. Mí¬¬sica: banda sonora muy elogiada. Jugabilidad: armas variadas, escudo y accií¬¬n rí¬¬pida; control preciso. Motivo global: shooter horizontal de culto, muy disfrutable.;Super Turrican es un shooter horizontal de Factor 5. El protagonista combate aliení¬¬genas, usa armas, escudo y vehí¬¬culos en niveles de accií¬¬n rí¬¬pida.;;
Super Turrican 2;Super Turrican 2;;snes;;;1995-11-30;;Action - Shooter - Shoot-'Em-Up - Horizontal;9;9;9;9;Ediciones PAL distribuidas por Ocean a 50 Hz. Amplí¬¬a el original con más armas, fases y efectos.;Super Turrican 2;Grí¬¬ficos: fondos más variados, sprites mejorados y efectos de disparo. Mí¬¬sica: banda sonora sólida. Jugabilidad: más armas, fases y vehí¬¬culos; control preciso. Motivo global: secuela que mejora al original en variedad y accií¬¬n.;Super Turrican 2 es un shooter horizontal de Factor 5. Amplí¬¬a el original con más armas, fases, vehí¬¬culos y efectos en niveles de accií¬¬n rí¬¬pida.;;
Zombies Ate My Neighbors;Zombies Ate My Neighbors;;snes;;;1994-02-24;;Action - Platformer - 2D;8;8;9;8;Ediciones PAL distribuidas por LucasArts a 50 Hz. Mantiene humor, cooperativo y variedad de niveles.;Zombies Ate My Neighbors;Grí¬¬ficos: estilo caricaturesco, personajes reconocibles y escenarios variados. Mí¬¬sica: acompaí¬¬amiento alegre y adecuado. Jugabilidad: plataformas, puzles y cooperativo; control correcto aunque algo irregular. Motivo global: plataformas original y muy divertido en compaí¬¬í¬¬a.;Zombies Ate My Neighbors es un plataformas de accií¬¬n de LucasArts. Los jugadores rescatan vecinos de monstruos, usan objetos y superan niveles con humor y cooperativo.;;
The Lost Vikings;The Lost Vikings;;snes;;;1993-04-02;;Action - Platformer - 2D;9;9;9;9;Ediciones PAL distribuidas por Interplay a 50 Hz. Mantiene cooperativo, puzles y humor.;The Lost Vikings;Grí¬¬ficos: sprites grandes, fondos detallados y animacií¬¬n fluida. Mí¬¬sica: acompaí¬¬amiento adecuado. Jugabilidad: tres vikingos, cooperativo y puzles; control preciso. Motivo global: plataformas de accií¬¬n original y muy disfrutable.;The Lost Vikings es un plataformas de accií¬¬n de Blizzard. Tres vikingos con habilidades distintas cooperan para resolver puzles, combatir enemigos y superar niveles.;;
The Lost Vikings 2;The Lost Vikings 2;;snes;;;1997-06-27;;Action - Platformer - 2D;8;8;9;8;Ediciones PAL distribuidas por Interplay a 50 Hz. Amplí¬¬a el original con más niveles y mecí¬¬nicas.;The Lost Vikings 2;Grí¬¬ficos: sprites mejorados, fondos variados y animacií¬¬n fluida. Mí¬¬sica: acompaí¬¬amiento adecuado. Jugabilidad: más niveles, mecí¬¬nicas y cooperativo; control preciso. Motivo global: secuela competente del plataformas original.;The Lost Vikings 2 es un plataformas de accií¬¬n de Blizzard. Amplí¬¬a el original con más niveles, mecí¬¬nicas y cooperativo para resolver puzles y combatir enemigos.;;
Rock n' Roll Racing;Rock n' Roll Racing;;snes;;;1994-06-24;;Racing - Combat - Automobile;9;9;10;9;Ediciones PAL distribuidas por Interplay a 50 Hz. Mantiene combates, mejoras y banda sonora con licencias.;Rock n' Roll Racing;Grí¬¬ficos: coches y pistas claras, efectos de explosií¬¬n. Mí¬¬sica: temas con licencias muy reconocibles. Jugabilidad: combates, mejoras y cooperativo; control preciso. Motivo global: carreras de combate muy divertidas y adictivas.;Rock n' Roll Racing es un juego de carreras de combate de Silicon & Synapse. Los jugadores compiten en pistas, usan armas, mejoran coches y disfrutan de una banda sonora con licencias.;;
Battletoads;Battletoads;;snes;;;1993-11-25;;Action - Beat-'Em-Up - 2D;8;8;8;8;Ediciones PAL distribuidas por Tradewest a 50 Hz. Mantiene accií¬¬n lateral, humor y cooperativo.;Battletoads;Grí¬¬ficos: sprites grandes, fondos detallados y animacií¬¬n correcta. Mí¬¬sica: acompaí¬¬amiento adecuado. Jugabilidad: golpes, armas y cooperativo; control algo rí¬¬gido pero entretenido. Motivo global: beat em up original y divertido.;Battletoads es un beat em up de Tradewest. Los sapos combaten enemigos, usan armas y superan niveles con humor y cooperativo.;;
Battletoads in Battlemaniacs;Battletoads in Battlemaniacs;;snes;;;1994-06-24;;Action - Beat-'Em-Up - 2D;8;8;8;8;Ediciones PAL distribuidas por Tradewest a 50 Hz. Amplí¬¬a el original con más niveles y mecí¬¬nicas.;Battletoads in Battlemaniacs;Grí¬¬ficos: sprites mejorados, fondos variados y animacií¬¬n fluida. Mí¬¬sica: acompaí¬¬amiento adecuado. Jugabilidad: más niveles, mecí¬¬nicas y cooperativo; control algo rí¬¬gido pero entretenido. Motivo global: secuela competente del beat em up original.;Battletoads in Battlemaniacs es un beat em up de Tradewest. Amplí¬¬a el original con más niveles, mecí¬¬nicas y cooperativo para combatir enemigos y superar obstáculos.;;
EarthBound;EarthBound;;snes;;;1995-06-05;;Role-Playing - Japanese RPG;0;0;0;0;No tuvo lanzamiento oficial PAL para Super Nintendo. Se distribuyó·¬¬ oficialmente en Europa a través de Virtual Console (Wii U) en 2015 y en Nintendo Switch Online; puede incluirse como excepción si se desea.;EarthBound;No se asigna puntuacií¬¬n PAL de cartucho porque no existií¬¬ una edicií¬¬n oficial PAL fí¬¬sica de Super Nintendo.;No debe incluirse en el catí¬¬logo PAL definitivo de cartuchos SNES.;;
Final Fantasy IV;Final Fantasy IV;;snes;;;1992-05-20;;Role-Playing - Japanese RPG;0;0;0;0;No tuvo lanzamiento oficial PAL para Super Nintendo. Se distribuyó·¬¬ en Europa a través de Virtual Console (Wii) en 2008 y en recopilatorios posteriores; puede incluirse como excepción si se desea.;Final Fantasy IV;No se asigna puntuacií¬¬n PAL de cartucho porque no existií¬¬ una edicií¬¬n oficial PAL fí¬¬sica de Super Nintendo.;No debe incluirse en el catí¬¬logo PAL definitivo de cartuchos SNES.;;
Final Fantasy V;Final Fantasy V;;snes;;;1993-04-06;;Role-Playing - Japanese RPG;0;0;0;0;No tuvo lanzamiento oficial PAL para Super Nintendo. Se distribuyó·¬¬ en Europa a través de Virtual Console (Wii) en 2011 y en recopilatorios posteriores; puede incluirse como excepción si se desea.;Final Fantasy V;No se asigna puntuacií¬¬n PAL de cartucho porque no existií¬¬ una edicií¬¬n oficial PAL fí¬¬sica de Super Nintendo.;No debe incluirse en el catí¬¬logo PAL definitivo de cartuchos SNES.;;
Final Fantasy VI;Final Fantasy VI;;snes;;;1995-05-25;;Role-Playing - Japanese RPG;0;0;0;0;No tuvo lanzamiento oficial PAL para Super Nintendo. Se distribuyó·¬¬ en Europa a través de Virtual Console (Wii) en 2010 y en recopilatorios posteriores; puede incluirse como excepción si se desea.;Final Fantasy VI;No se asigna puntuacií¬¬n PAL de cartucho porque no existií¬¬ una edicií¬¬n oficial PAL fí¬¬sica de Super Nintendo.;No debe incluirse en el catí¬¬logo PAL definitivo de cartuchos SNES.;;
Harvest Moon;Harvest Moon;;snes;;;1997-06-27;;Simulation - Farming;0;0;0;0;No tuvo lanzamiento oficial PAL para Super Nintendo. Se distribuyó·¬¬ en Europa a través de Virtual Console (Wii U) en 2016 y en Nintendo Switch Online; puede incluirse como excepción si se desea.;Harvest Moon;No se asigna puntuacií¬¬n PAL de cartucho porque no existií¬¬ una edicií¬¬n oficial PAL fí¬¬sica de Super Nintendo.;No debe incluirse en el catí¬¬logo PAL definitivo de cartuchos SNES.;;
Wild Guns;Wild Guns;;snes;;;1996-08-22;;Action - Shooter - Shoot-'Em-Up - Top-Down;9;9;9;9;Ediciones PAL distribuidas por Natsume a 50 Hz. Mantiene cooperativo, armas y ambientacií¬¬n del oeste.;Wild Guns;Grí¬¬ficos: sprites grandes, fondos detallados y efectos de disparo. Mí¬¬sica: acompaí¬¬amiento enrgico. Jugabilidad: cooperativo, armas y dificultad elevada; control preciso. Motivo global: shooter cenital de culto, muy disfrutable en compaí¬¬í¬¬a.;Wild Guns es un shooter cenital de Natsume ambientado en el oeste. Los jugadores eligen entre personajes, usan armas, montan vehículos y superan niveles con dificultad elevada y cooperativo.;;
Mega Man X;Mega Man X;;snes;;;1994-05-01;;Action - Platformer - 2D;9;9;10;9;Ediciones PAL distribuidas por Capcom a 50 Hz. Mantiene accií¬¬n lateral, partes y exploracií¬¬n.;Rockman X;Grí¬¬ficos: sprites detallados, fondos futuristas y efectos de disparo. Mí¬¬sica: banda sonora muy elogiada. Jugabilidad: plataformas preciso, partes, habilidades y exploracií¬¬n; control excelente. Motivo global: uno de los mejores plataformas de accií¬¬n de Super Nintendo.;Mega Man X es un plataformas de accií¬¬n de Capcom. X combate Maverick, usa partes, habilidades y exploracií¬¬n no lineal en niveles futuristas.;;
Mega Man X2;Mega Man X2;;snes;;;1995-10-18;;Action - Platformer - 2D;9;9;9;9;Ediciones PAL distribuidas por Capcom a 50 Hz. Aade partes, habilidades y dificultad respecto al original.;Rockman X2;Grí¬¬ficos: sprites mejorados, fondos futuristas y efectos de disparo. Mí¬¬sica: banda sonora sólida. Jugabilidad: más partes, habilidades y dificultad; control excelente. Motivo global: secuela que mejora al original en variedad y accií¬¬n.;Mega Man X2 es un plataformas de accií¬¬n de Capcom. Amplí¬¬a el original con más partes, habilidades y dificultad en niveles futuristas.;;
Mega Man X3;Mega Man X3;;snes;;;1996-05-15;;Action - Platformer - 2D;9;9;9;9;Ediciones PAL distribuidas por Laguna Video Games a 50 Hz. Aade chip CX4, partes y mecí¬¬nicas nuevas.;Rockman X3;Grí¬¬ficos: sprites detallados, fondos futuristas y efectos de disparo. Mí¬¬sica: banda sonora sólida. Jugabilidad: chip CX4, partes, habilidades y dificultad;control excelente. Motivo global: cierre ambicioso de la trilogí¬¬a X en 16 bits.;Mega Man X3 es un plataformas de accií¬¬n de Capcom. Introduce chip CX4, más partes, habilidades y dificultad en niveles futuristas.;;
Bahamut Lagoon;Bahamut Lagoon;;snes;;;1996-02-09;;Role-Playing - Japanese RPG;0;0;0;0;No tuvo lanzamiento oficial PAL para Super Nintendo. Se excluye del catí¬¬logo PAL principal; puede incorporarse como excepción NTSC/J si se desea.;Bahamut Lagoon;No se asigna puntuacií¬¬n PAL porque no existií¬¬ una edicií¬¬n oficial PAL de Super Nintendo.;No debe incluirse en el catí¬¬logo PAL definitivo.;;
